entrez_id	gene_symbol	logfc	nes	moa	combined	selected	null	drugs	drug_labels
7153	TOP2A	1.1469313978796	3.27498371406395	10.2824338407128	9.58654188836017	TRUE	FALSE	14	Dexrazoxane, Finafloxacin, Fleroxacin, Levofloxacin, Podofilox, Sparfloxacin, Amsacrine, Daunorubicin, Doxorubicin, Etoposide, Lucanthone, Mitoxantrone, Teniposide, Valrubicin
6790	AURKA	0.888384853632838	3.32725634831825	2.55560634605883	4.15981210398339	TRUE	FALSE	7	Alisertib, AMG-900, AT9283, BMS-754807, Danusertib, JNJ-7706621, KW-2449
1017	CDK2	1.11857534432478	2.74002164200131	5.01721485381089	5.48519452945657	TRUE	FALSE	5	AZD4547, Dinaciclib, Flavopiridol, JNJ-7706621, PHA-848125
1019	CDK4	0.976915430157303	2.35053704609126	12.9618766162051	10.8275115369433	TRUE	FALSE	5	Flavopiridol, JNJ-7706621, LEE011, Palbociclib, PHA-848125
2146	EZH2	1.05826286518811	3.2478382145211	7.75782856479158	7.78218161113151	TRUE	FALSE	2	EPZ-6438, UNC1999
1111	CHEK1	0.816647507523806	3.32725634831825	3.05782192164418	4.5149321430973	TRUE	FALSE	1	AZD7762
3014	H2AFX	1.11955176812602	2.30173714668607	5.58780899978103	5.57875158065108	TRUE	FALSE	1	VE-821
10403	NDC80	1.0896979594091	3.32725634831825	4.47121015840382	5.51434854975934	TRUE	FALSE	0	
10481	HOXB13	-0.864521065141726	-2.58953454552774	10.1529842537955	-5.34816657787957	TRUE	FALSE	0	
10572	SIVA1	1.6007490841669	2.26050381382924	8.09139068091338	7.31989479536019	TRUE	FALSE	0	
10615	SPAG5	0.821314499681693	3.32725634831825	3.23640490957231	4.64120938486583	TRUE	FALSE	0	
1063	CENPF	1.11327268041012	3.26874648520446	7.1738828596458	7.38405402316125	TRUE	FALSE	0	
10856	RUVBL2	0.830736945218615	1.99132094674318	3.09287057649063	3.59506630292979	TRUE	FALSE	0	
11065	UBE2C	0.773013857415124	3.27498371406395	4.52368486245141	5.51449143468045	TRUE	FALSE	0	
11130	ZWINT	0.915410417301946	3.12220413324446	3.73140757111528	4.84623531177227	TRUE	FALSE	0	
11168	PSIP1	0.797613828729062	2.60026309949945	3.33270301374321	4.19524057122388	TRUE	FALSE	0	
11335	CBX3	0.710747146390506	2.32311028979649	5.53108687378478	5.55375607514446	TRUE	FALSE	0	
1164	CKS2	0.971424900627358	2.5745570064642	1.99814735805602	3.23339026451356	TRUE	FALSE	0	
128239	IQGAP3	1.02393547076239	2.94589483016791	5.33722300905509	5.85704879348185	TRUE	FALSE	0	
1869	E2F1	1.2729837168145	3.08301875343755	4.22984453520915	5.17097522129224	TRUE	FALSE	0	
195828	ZNF367	1.44639604457885	3.12220413324446	2.00365275443206	3.62452816466784	TRUE	FALSE	0	
2237	FEN1	1.22326281546081	3.27498371406395	6.12233151973767	6.64490532676877	TRUE	FALSE	0	
22931	RAB18	-0.386282113414189	-1.9828015987794	2.92767367564308	-0.668125452904121	TRUE	TRUE	0	
2305	FOXM1	0.874288372420268	3.32725634831825	2.25713481987925	3.94876086383072	TRUE	FALSE	0	
254263	CNIH2	1.25561049197413	3.03322336980466	3.76737837995569	4.80875161340464	TRUE	FALSE	0	
26147	PHF19	0.965676542442074	3.07139071823626	3.44911319886103	4.61069253653294	TRUE	FALSE	0	
29028	ATAD2	0.826512582261956	3.32725634831825	5.48010206831951	6.22774286074497	TRUE	FALSE	0	
29127	RACGAP1	1.37558960383369	3.32725634831825	3.91837724342883	5.1234366467174	TRUE	FALSE	0	
2956	MSH6	1.37734180036404	2.19621284613736	10.2276415729166	8.7849917081875	TRUE	FALSE	0	
29843	SENP1	0.880013040807055	2.4611654502008	3.61819000868486	4.29875347022151	TRUE	FALSE	0	
3070	HELLS	1.01112422914177	3.09450405574419	4.15772499160486	5.12810033809857	TRUE	FALSE	0	
3146	HMGB1	0.738326291463319	2.04993361784457	6.38828667529265	5.96672279042327	TRUE	FALSE	0	
3148	HMGB2	0.84945646822486	3.27498371406395	2.77171104794476	4.27565886998153	TRUE	FALSE	0	
3608	ILF2	0.930301809609826	2.6172548699956	5.37876571320338	5.65404037688722	TRUE	FALSE	0	
3664	IRF6	-1.51128457654292	-2.51636333359796	11.1327342963243	-6.09269433696269	TRUE	FALSE	0	
3925	STMN1	1.19285431069708	3.07139071823626	5.9119987060571	6.35221557995735	TRUE	FALSE	0	
395	ARHGAP6	-2.09401413960527	-2.15771064795655	8.80171901699642	-4.69802337200826	TRUE	FALSE	0	
4171	MCM2	1.02782410251673	2.95260175722991	2.61268014853593	3.93524857478182	TRUE	FALSE	0	
4172	MCM3	1.05857702233029	3.00557312376234	6.64292335945876	6.8225172915402	TRUE	FALSE	0	
4173	MCM4	0.823703511143715	3.27498371406395	5.70409887800643	6.34917018968705	TRUE	FALSE	0	
4174	MCM5	1.04966627395043	3.07288829306424	5.34384442698556	5.95152878178191	TRUE	FALSE	0	
4175	MCM6	0.981666675552105	3.27498371406395	3.69471754374205	4.92832302223903	TRUE	FALSE	0	
4176	MCM7	0.959686742206634	2.86930007495977	6.96055162239914	6.95075479326058	TRUE	FALSE	0	
4436	MSH2	1.53466533430327	2.99627066323403	6.08526821667244	6.42161772559115	TRUE	FALSE	0	
5036	PA2G4	0.700344235884373	2.1287768481115	10.0888087163262	8.63913760234075	TRUE	FALSE	0	
50861	STMN3	1.33388639436489	2.19621284613736	9.65475126845222	8.37989708902472	TRUE	FALSE	0	
5111	PCNA	0.857406465583733	2.42453027671979	5.39784322079843	5.53125334506907	TRUE	FALSE	0	
51412	ACTL6B	1.61300398308396	2.19621284613736	8.45500199603087	7.53154624277196	TRUE	FALSE	0	
55635	DEPDC1	1.2115320812263	3.14666092949103	6.41328539157533	6.75990287140541	TRUE	FALSE	0	
55723	ASF1B	1.20032969188409	3.27495821669315	7.37588180302597	7.53128120327645	TRUE	FALSE	0	
57157	PHTF2	1.16718978695623	3.18971664774111	2.89481229238115	4.30241167388625	TRUE	FALSE	0	
57630	SH3RF1	-3.15796276583942	-2.42453027671979	6.5182965287463	-2.89472987740058	TRUE	FALSE	0	
5932	RBBP8	1.5126777151019	2.95260175722991	5.45139116571387	5.9425203848573	TRUE	FALSE	0	
5984	RFC4	0.665159214734683	3.10881955782206	3.00569803378035	4.3236168527065	TRUE	FALSE	0	
64105	CENPK	1.67565947939645	3.18518351637933	5.84080850065979	6.38234016218401	TRUE	FALSE	0	
6427	SRSF2	0.593622397844496	2.00019427352356	2.98907176993658	3.52794385247445	TRUE	FALSE	0	
6941	TCF19	1.47220990712127	3.11852341846069	6.2979033325447	6.65841921018232	TRUE	FALSE	0	
701	BUB1B	1.09776034506023	2.83162052231981	6.02453326106056	6.26224639545916	TRUE	FALSE	0	
7112	TMPO	1.22258971229384	3.18661026333318	7.43616395862532	7.51143568736051	TRUE	FALSE	0	
7466	WFS1	-1.95397406135416	-2.42453027671979	10.2276415729166	-5.5176329118941	TRUE	FALSE	0	
7468	WHSC1	0.851475024213103	2.30173714668607	6.57432816584628	6.27632597274632	TRUE	FALSE	0	
79898	ZNF613	-2.02647306480351	-2.77567566167044	3.65657157123309	-0.622887471171241	TRUE	TRUE	0	
79921	TCEAL4	-0.681810469289973	-2.74510473091442	1.96337333968635	0.552767567803762	TRUE	TRUE	0	
83463	MXD3	1.01797085678353	2.02663260029251	4.4386011084996	4.57161059744275	TRUE	FALSE	0	
83990	BRIP1	1.15700752279296	3.18518351637933	2.25091281409246	3.84390057845991	TRUE	FALSE	0	
84515	MCM8	0.85739092510058	2.86731480592228	5.27700327611004	5.75890254394527	TRUE	FALSE	0	
8458	TTF2	0.976432356020655	3.14429972197427	2.05088739309065	3.67355203859538	TRUE	FALSE	0	
84722	PSRC1	1.44560500999942	3.07288829306424	8.46687329004441	8.15984366869213	TRUE	FALSE	0	
84904	ARHGEF39	1.58680806883199	3.07288829306424	1.98322087435705	3.57520907870306	TRUE	FALSE	0	
890	CCNA2	0.904815046632353	3.0530327178181	4.1322587380132	5.08076831322007	TRUE	FALSE	0	
8914	TIMELESS	1.22356629493233	2.94778824203987	7.73167471291463	7.55152067487885	TRUE	FALSE	0	
9232	PTTG1	1.09494766236122	3.27498371406395	13.8414118321265	12.1031193601825	TRUE	FALSE	0	
9656	MDC1	0.700827593935867	2.75431496224163	5.99104650094816	6.18390439454901	TRUE	FALSE	0	
9824	ARHGAP11A	1.08708948273896	3.06407295628864	2.17399173900981	3.70387106633937	TRUE	FALSE	0	
999	CDH1	-0.867247980083373	-2.35053704609126	16.7975253468256	-10.215563395172	TRUE	FALSE	0	
